id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
10377,Arthur Cabral,3,114,1,0.9719197750091553,1,0.018404124304652214,2,1,0,0,F S,Fiorentina,1,0.9719197750091553,1.3017586171627045,0.3114347457885742
82,Nadiem Amiri,2,38,0,0.038811296224594116,0,0,1,0,0,0,S,Genoa,0,0.038811296224594116,0.038811296224594116,0
257,Jeremy Toljan,18,1358,0,0.08989632036536932,0,1.2423426806926727,3,14,2,0,D S,Sassuolo,0,0.08989632036536932,6.515590637922287,5.402589537203312
308,Ricardo Rodríguez,22,1661,0,0.16951899230480194,0,1.0841195015236735,5,12,2,0,D S,Torino,0,0.16951899230480194,4.397307384759188,4.3108622543513775
329,Franck Ribéry,16,1134,0,0.5441155824810266,2,3.276500666514039,10,26,1,0,F M S,Salernitana,0,0.5441155824810266,4.370571913197637,1.9882202744483948
347,Kaan Ayhan,14,649,0,0.10765986889600754,0,0.015969961881637573,2,1,1,1,D S,Sassuolo,0,0.10765986889600754,3.198599573224783,3.1826296113431454
451,Matija Nastasic,5,209,0,0.0729401707649231,0,0.03308972716331482,1,1,1,0,D S,Fiorentina,0,0.0729401707649231,0.33831191435456276,0.30522219091653824
475,Lucas Leiva,24,1124,0,0.09462633542716503,0,0.0612087482586503,3,2,5,0,M S,Lazio,0,0.09462633542716503,4.96791285648942,4.812077768146992
504,Aaron Ramsey,3,97,0,0,0,0.15080995857715607,0,2,0,0,M S,Juventus,0,0,0.9046969041228294,0.7538869380950928
505,David Ospina,23,2070,0,0,0,0,0,0,0,0,GK,Napoli,0,0,2.1334709618240595,2.1334709618240595
560,Sergio Romero,15,1350,0,0,0,0.09384769946336746,0,1,2,0,GK,Venezia,0,0,0.6044662147760391,0.5106185153126717
570,Valon Behrami,10,287,0,0.07484257221221924,0,0.1445276290178299,1,1,3,0,M S,Genoa,0,0.07484257221221924,0.3581671118736267,0.13879691064357758
621,Aleksandar Kolarov,3,38,0,0.013042481616139412,0,0,1,0,0,0,S,Inter,0,0.013042481616139412,0.5067071728408337,0.4936646893620491
703,Fikayo Tomori,20,1741,0,0.26954434160143137,0,0.029873046092689037,5,2,2,0,D S,AC Milan,0,0.26954434160143137,6.232892495580018,6.189517644234002
725,Ola Aina,16,1071,0,0.2743433928117156,0,1.5573463961482048,8,12,4,0,D M S,Torino,0,0.2743433928117156,3.6559940427541733,2.1997814886271954
934,Axel Tuanzebe,1,7,0,0,0,0,0,0,0,0,S,Napoli,0,0,0.08473429083824158,0.08473429083824158
1000,Federico Fazio,4,360,0,0.19048332795500755,0,0.011087802238762379,5,1,1,0,D,Salernitana,0,0.19048332795500755,0.08897131122648716,0.05337093211710453
1093,Mattia Perin,3,270,0,0,0,0,0,0,0,0,GK,Juventus,0,0,0.025746792554855347,0.025746792554855347
1096,Armando Izzo,4,98,0,0.02274763397872448,0,0,1,0,0,0,D S,Torino,0,0.02274763397872448,0,0
1098,Miguel Veloso,18,1217,0,0.5125388605520129,3,1.876867757178843,16,25,4,1,M S,Verona,0,0.5125388605520129,6.005259554833174,4.838214546442032
1099,Tomás Rincón,14,593,0,0,0,0.07629915606230497,0,4,4,0,M S,"Sampdoria,Torino",0,0,0.6645786166191101,0.5882794568315148
1105,Riccardo Fiamozzi,7,391,0,0,0,0.8086232822388411,0,5,1,0,D S,Empoli,0,0,1.543171502649784,1.446036048233509
1114,Davide Biraschi,14,938,0,0.07617250271141529,0,0.11348496936261654,3,3,4,0,D M S,Genoa,0,0.07617250271141529,0.887327840551734,0.7308447137475014
1115,Goran Pandev,20,820,0,0.4907190315425396,1,0.9130776338279247,7,10,1,0,F S,Genoa,0,0.4907190315425396,2.168967744335532,0.914090103469789
1142,Samir,17,1430,0,1.144122446887195,0,0.09820834547281265,7,3,5,0,D,Udinese,0,1.144122446887195,3.2255840599536896,3.117190718650818
1175,Vincenzo Fiorillo,1,90,0,0,0,0,0,0,0,0,GK,Salernitana,0,0,0,0
1182,Daniele Baselli,9,251,0,1.4412642382085323,0,0.6254783626645803,3,5,0,0,M S,"Cagliari,Torino",0,1.4412642382085323,2.3739023208618164,0.42327183298766613
1183,Marco Benassi,11,270,0,0.14554383140057325,0,0.4575117826461792,5,3,2,0,D M S,"Empoli,Fiorentina",0,0.14554383140057325,1.9028904810547829,1.470317604020238
1190,Joel Obi,18,996,0,1.7912555150687695,1,1.4886679286137223,10,13,4,0,M S,Salernitana,0,1.7912555150687695,3.376458801329136,0.6003071051090956
1195,Daniele Padelli,2,180,0,0,0,0,0,0,0,0,GK,Udinese,0,0,0,0
1204,Patric,16,1009,0,0.4057998703792691,1,0.3397128041833639,4,3,3,1,D S,Lazio,0,0.4057998703792691,3.4918745420873165,2.8628875724971294
1214,Thomas Strakosha,12,1080,0,0,0,0,0,0,1,0,GK,Lazio,0,0,1.2308686058968306,1.2308686058968306
1226,Karol Linetty,14,864,0,0.7249446753412485,1,1.0387912169098854,13,14,2,0,M S,Torino,0,0.7249446753412485,2.3652328960597515,1.3879088200628757
1244,Wojciech Szczesny,24,2160,0,0,0,0.08202436938881874,0,2,2,0,GK,Juventus,0,0,2.65629243478179,2.5829623490571976
1246,Kostas Manolas,4,312,0,0,0,0,0,0,1,0,D S,Napoli,0,0,0.6831304021179676,0.6831304021179676
1256,Kevin Strootman,10,641,0,0.02264050394296646,0,0.13708547689020634,1,3,4,0,M S,Cagliari,0,0.02264050394296646,1.5190750323235989,1.3819895517081022
1264,Edoardo Goldaniga,7,541,0,0.7336018569767475,0,0,4,0,2,0,D S,"Cagliari,Sassuolo",0,0.7336018569767475,1.1394164077937603,0.9888480007648468
1272,Ilija Nestorovski,1,11,0,0.039072185754776,0,0,1,0,1,0,S,Udinese,0,0.039072185754776,0.039072185754776,0
1273,Mato Jajalo,13,374,0,0.2758545521646738,1,0.5048715705052018,4,5,1,0,M S,Udinese,0,0.2758545521646738,1.6279569147154689,1.3176813758909702
1281,Giuseppe Pezzella,17,797,0,0.4418289363384247,2,0.6851964928209782,8,6,3,0,D M S,Atalanta,0,0.4418289363384247,3.2506582606583834,2.2754763402044773
1289,Alex Sandro,20,1336,0,1.0741781927645206,0,1.716407605446875,9,20,2,0,D S,Juventus,0,1.0741781927645206,6.423645012080669,4.378200959414244
1296,Stefano Sturaro,20,1458,0,0.3811080437153578,0,0.9138739332556725,9,7,8,0,M S,Genoa,0,0.3811080437153578,3.153851769864559,1.9140858482569456
1301,Daniele Rugani,6,465,0,0.14300742745399475,0,0.014195336028933525,2,1,1,0,D S,Juventus,0,0.14300742745399475,0.850764200091362,0.850764200091362
1302,Emil Audero,20,1759,0,0,0,0.022936373949050903,0,1,1,0,GK,Sampdoria,0,0,0.7441228795796633,0.7211865056306124
1305,Lukasz Skorupski,26,2340,0,0,0,0,0,0,3,0,GK,Bologna,0,0,2.8241763841360807,2.8241763841360807
1311,Rade Krunic,18,1072,0,0.6155375875532627,1,1.699407670646906,8,12,2,0,M S,AC Milan,0,0.6155375875532627,3.4580568373203278,2.3912620544433594
1316,Frederic Veseli,8,559,0,0.013187538832426071,0,0,1,0,1,1,D S,Salernitana,0,0.013187538832426071,0.16546953283250332,0.15228199400007725
1341,Ivan Radovanovic,3,181,0,0.09096860513091087,0,0.11923698335886002,5,1,1,0,M,Salernitana,0,0.09096860513091087,0.2542337141931057,0.04402812570333481
1358,Leonardo Capezzi,5,172,0,0,0,0,0,0,0,0,M S,Salernitana,0,0,0.19139360636472702,0.19139360636472702
1360,Diego Falcinelli,3,41,0,0.24223097413778305,0,0,5,0,0,0,S,Bologna,0,0.24223097413778305,0.13793620467185974,0.06272689998149872
1370,Federico Ceccherini,24,1608,0,0.9327998431399465,0,0.2608777545392513,9,5,6,0,D S,Verona,0,0.9327998431399465,3.126735458150506,2.4274810776114464
1374,José Reina,15,1350,0,0,1,0.2545689642429352,0,1,3,0,GK,Lazio,0,0,2.1695388350635767,1.9149698782712221
1377,Nikola Maksimovic,9,665,0,0.07429044600576162,0,0.03680359199643135,2,1,2,0,D S,Genoa,0,0.07429044600576162,0.9654623726382852,0.9654623726382852
1380,Amadou Diawara,4,169,0,0.02163885161280632,0,0.01571584865450859,1,1,0,0,M S,Roma,0,0.02163885161280632,0.4056228082627058,0.3899069596081972
1387,Faouzi Ghoulam,9,200,0,0.06083546578884125,0,0.21272914297878742,2,6,0,0,D S,Napoli,0,0.06083546578884125,1.1734237596392632,1.1734237596392632
1392,Luigi Sepe,4,360,0,0,0,0,0,0,0,0,GK,Salernitana,0,0,0.09591997042298317,0.09591997042298317
1394,Lorenzo Tonelli,11,805,0,0.6524106413125992,0,0.31177137792110443,6,6,4,0,D S,Empoli,0,0.6524106413125992,1.8320065438747406,1.7148200441151857
1395,Vlad Chiriches,23,1857,0,0.1867939243093133,0,0.023186033591628075,6,2,4,0,D S,Sassuolo,0,0.1867939243093133,6.292099788784981,6.253650597296655
1416,Ciprian Tatarusanu,6,540,0,0,0,0,0,0,0,0,GK,AC Milan,0,0,0.07135548442602158,0.07135548442602158
1430,Milan Badelj,24,2050,0,0.3363768123090267,0,1.9153785891830921,11,20,3,0,M,Genoa,0,0.3363768123090267,4.934894412755966,3.015864074230194
1431,Sebastien De Maio,2,180,0,0,0,0.29457780718803406,0,1,0,0,D,Udinese,0,0,0.3877960303798318,0.09321822319179773
1432,Luca Lezzerini,6,499,0,0,0,0,0,0,2,0,GK,Venezia,0,0,0.644793264567852,0.644793264567852
1448,Erick Pulgar,6,345,0,0.07352054677903652,1,0.6662974264472723,3,7,2,0,M S,Fiorentina,0,0.07352054677903652,1.1571902111172676,0.921015739440918
1454,Alex Ferrari,13,874,0,0.015526928007602692,0,0,1,0,1,0,D S,Sampdoria,0,0.015526928007602692,0.5449955929070711,0.5294686648994684
1458,Ibrahima Mbaye,3,70,0,0,0,0,0,0,0,0,D S,Bologna,0,0,0,0
1460,Andrea Consigli,26,2340,0,0,0,0.06208502873778343,0,1,2,0,GK,Sassuolo,0,0,4.4831707356497645,4.421085706911981
1464,Federico Peluso,1,1,0,0,0,0,0,0,0,0,S,Sassuolo,0,0,0,0
1466,Francesco Magnanelli,6,141,0,0,0,0,0,0,1,0,M S,Sassuolo,0,0,1.009016513824463,1.009016513824463
1480,Gianluca Pegolo,1,90,0,0,0,0,0,0,0,0,GK,Sassuolo,0,0,0,0
1485,Andrea Masiello,7,521,0,0.050185125321149826,0,0.029528342187404633,2,1,3,0,D S,Genoa,0,0.050185125321149826,0.7174407923594117,0.7174407923594117
1501,Marco Sportiello,3,270,0,0,0,0,0,0,0,0,GK,Atalanta,0,0,0.15124636888504028,0.15124636888504028
1504,Alberto Grassi,20,1347,0,0.6277084397152066,2,1.1517498707398772,14,8,3,0,M S,Cagliari,0,0.6277084397152066,3.8432631492614746,2.264935227110982
1505,Samir Handanovic,26,2340,0,0,0,0,0,0,1,0,GK,Inter,0,0,4.25793944299221,4.25793944299221
1510,Gary Medel,23,1983,0,0,1,0.3556694546714425,0,2,5,0,D S,Bologna,0,0,3.8429968459531665,3.828718508593738
1511,Marcelo Brozovic,25,2109,0,0.9643945833668113,1,1.850269179791212,25,28,5,0,M,Inter,0,0.9643945833668113,17.158578012138605,15.647769212722778
1515,Cristian Ansaldi,12,467,0,0.1617136001586914,3,2.294584132730961,5,14,0,0,D S,Torino,0,0.1617136001586914,1.852564675733447,1.5164111945778131
1522,Andrea Ranocchia,3,203,0,0.31139853596687317,0,0,1,0,0,0,D S,Inter,0,0.31139853596687317,1.0970153212547302,1.0970153212547302
1539,Diego Perotti,4,81,0,0.25888251699507236,0,0.022058961912989616,4,1,0,0,S,Salernitana,0,0.25888251699507236,0.28910017758607864,0.12993758544325829
1541,Stefan de Vrij,21,1774,0,1.1305307485163212,0,0,14,0,2,0,D S,Inter,0,1.1305307485163212,8.684785902500153,8.629480451345444
1542,Stefan Radu,7,393,0,0.05281120911240578,0,0,2,0,2,0,D S,Lazio,0,0.05281120911240578,1.1194330416619778,1.1000835858285427
1555,Bartlomiej Dragowski,7,556,0,0,0,0,0,0,0,1,GK,Fiorentina,0,0,1.2194162160158157,1.2194162160158157
1569,Valerio Verre,14,450,0,1.1957888985052705,0,0.19362284615635872,13,8,0,0,M S,"Empoli,Sampdoria",0,1.1957888985052705,3.7414612360298634,2.4966400638222694
1576,Giorgio Chiellini,13,936,0,0.02008744329214096,0,0.06678109429776669,1,3,2,0,D S,Juventus,0,0.02008744329214096,1.9025142714381218,1.8820089846849442
1597,Cristian Molinaro,8,549,0,0,1,0.26622360199689865,0,5,0,0,D S,Venezia,0,0,1.067601427435875,0.895210511982441
1599,Norbert Gyömbér,19,1519,0,0.19589053839445114,0,0.016477860510349274,6,1,5,0,D S,Salernitana,0,0.19589053839445114,1.6672774162143469,1.6343230586498976
1601,Riccardo Marchizza,19,1355,0,0.33188899606466293,1,1.643625820055604,8,12,4,0,D S,Empoli,0,0.33188899606466293,3.650464358739555,2.9439477091655135
1605,Diego Farias,4,59,0,0.031611714512109756,0,0,1,0,0,0,S,Cagliari,0,0.031611714512109756,0.0680432878434658,0.03643157333135605
1639,Sebastiano Luperto,15,1182,0,0.4908078322187066,2,0.233764436095953,6,5,5,0,D S,Empoli,0,0.4908078322187066,2.4689416494220495,2.4063016455620527
1642,Simone Zaza,9,93,0,1.1122212260961533,0,0,8,0,1,0,S,Torino,0,1.1122212260961533,1.175453893840313,0.1311267614364624
1748,Lys Mousset,3,72,0,0.028356973081827164,1,0.05189184471964836,1,1,1,0,F S,Salernitana,0,0.028356973081827164,0.1908985860645771,0.16254161298274994
1750,Ainsley Maitland-Niles,6,393,0,0.2500068172812462,0,0.2920833546668291,2,4,0,0,D M S,Roma,0,0.2500068172812462,1.7992007862776518,1.3409891203045845
1763,Stefano Okaka,2,17,0,0.0446489155292511,1,0.3497576117515564,1,1,1,0,S,Udinese,0,0.0446489155292511,0.42321784421801567,0.028811316937208176
1792,Mário Rui,24,2138,0,1.3574573639780283,3,3.185621067881584,24,32,7,0,D,Napoli,0,1.3574573639780283,11.338013514876366,8.188254673033953
1810,Roberto Soriano,24,1962,0,2.236668829806149,3,2.905644252896309,20,36,5,2,M,Bologna,0,2.236668829806149,8.739633284509182,5.00365773588419
1826,Nicola Sansone,20,680,0,0.6949721556156874,3,2.591594025492668,18,11,4,0,F M S,Bologna,0,0.6949721556156874,3.0808094292879105,0.5622981134802103
1892,Alex Meret,4,360,0,0,0,0,0,0,0,0,GK,Napoli,0,0,0.9568789154291153,0.9568789154291153
1896,Riccardo Gagliolo,15,1104,0,0.3534886734560132,1,0.4678160520270467,8,2,2,0,D S,Salernitana,0,0.3534886734560132,2.7531116353347898,2.0739713106304407
1898,Stefano Sabelli,7,352,0,0.16777104139328003,0,0.10651509463787079,3,2,3,0,D S,Genoa,0,0.16777104139328003,0.9534815475344658,0.6791954189538956
1908,Vid Belec,20,1800,0,0,0,0,0,0,0,0,GK,Salernitana,0,0,0.5632894709706306,0.5632894709706306
1926,Boris Radunovic,3,270,0,0,0,0,0,0,0,0,GK,Cagliari,0,0,0.031281232833862305,0.031281232833862305
1927,Berat Gjimshiti,20,1520,0,0.45959045365452766,1,1.4937118366360664,9,6,5,0,D S,Atalanta,0,0.45959045365452766,3.8903429694473743,3.2755728028714657
1997,Andrea Favilli,1,33,0,0,0,0,0,0,0,0,S,Genoa,0,0,0,0
1998,Francesco Cassata,1,5,0,0,0,0,0,0,0,0,S,Genoa,0,0,0,0
2005,Jacopo Dezi,1,14,0,0.011213800869882107,0,0.01822023279964924,1,1,0,0,S,Venezia,0,0.011213800869882107,0.02943403460085392,0
2040,Paolo Ghiglione,13,589,0,0.3559935335069895,1,0.9425592124462128,8,7,3,0,D S,Genoa,0,0.3559935335069895,1.7940589599311352,0.5793924182653427
2252,Borja Mayoral,5,89,0,0.14179390668869019,0,0,1,0,0,0,F S,Roma,0,0.14179390668869019,0.16395828872919083,0.02216438204050064
2264,Diego Godín,11,820,0,0.2729056505486369,1,0.1548978602513671,7,2,3,0,D S,Cagliari,0,0.2729056505486369,0.62296948954463,0.3692263215780258
2303,Samu Castillejo,5,123,0,0.12445154041051865,0,0.18412692099809647,2,2,1,0,M S,AC Milan,0,0.12445154041051865,0.5269023552536964,0.2542949002236128
2371,Cristiano Ronaldo,1,28,0,0.20496894419193268,0,0.03537696972489357,1,1,1,0,S,Juventus,0,0.20496894419193268,0.051310088485479355,0.015933118760585785
2437,Gonzalo Escalante,1,8,0,0,0,0,0,0,0,0,S,Lazio,0,0,0,0
3014,Stefan Strandberg,11,933,0,0.3865061579272151,0,0.4394101947546005,9,2,0,1,D,Salernitana,0,0.3865061579272151,1.641309853643179,1.2730193994939327
3066,Aleksandr Kokorin,5,38,0,0,0,0,0,0,1,0,S,Fiorentina,0,0,0,0
3209,Jean-Daniel Akpa-Akpro,8,302,0,0.16486448049545288,0,0.02579205483198166,2,2,1,0,M S,Lazio,0,0.16486448049545288,0.1309625580906868,0.0765194222331047
3259,Adam Ounas,13,273,0,0.5599103718996048,0,0.7008143961429596,12,11,0,0,M S,Napoli,0,0.5599103718996048,2.004765160381794,1.150461658835411
3291,Adrien Rabiot,22,1438,0,1.0330121330916882,2,1.3837217800319195,20,11,1,0,M S,Juventus,0,1.0330121330916882,4.9961989894509315,3.343380354344845
3301,Salvatore Sirigu,27,2430,0,0,0,0,0,0,0,0,GK,Genoa,0,0,1.071204673498869,1.071204673498869
3334,Lassana Coulibaly,18,1396,0,0.2249764697626233,0,0.09309519175440073,9,5,2,0,M S,Salernitana,0,0.2249764697626233,2.0544889457523823,1.8445998188108206
3356,Adama Soumaoro,18,1367,0,1.0324500724673271,0,0,7,0,5,1,D S,Bologna,0,1.0324500724673271,3.8367351572960615,3.8367351572960615
3429,Tiemoué Bakayoko,13,472,0,0.4939488600939512,0,0.40995585452765226,4,3,3,0,M S,AC Milan,0,0.4939488600939512,2.4602320743724704,1.968287080526352
3544,Jeremie Boga,16,938,0,1.4573291838169098,2,1.2067249733954668,21,11,0,0,M S,"Atalanta,Sassuolo",0,1.4573291838169098,3.766499577090144,1.373240165412426
3550,Koffi Djidji,18,1455,0,0.515868665650487,0,0.06553430948406458,8,3,4,1,D,Torino,0,0.515868665650487,3.6181749030947685,3.447181761264801
3586,Jean-Pierre Nsamé,4,42,0,0,0,0,0,0,0,0,S,Venezia,0,0,0,0
3632,Kevin Malcuit,6,240,0,0.036075346171855927,1,0.40055014193058014,1,2,3,0,D S,Napoli,0,0.036075346171855927,0.7449215222150087,0.30829605646431446
3674,Abdoulaye Touré,8,448,0,0.12363501824438572,0,0.0774196907877922,4,2,1,0,M S,Genoa,0,0.12363501824438572,0.5355322007089853,0.34445828665047884
3737,Mike Maignan,21,1890,0,0,1,0.23241465166211128,0,2,0,0,GK,AC Milan,0,0,2.9961775336414576,2.763762893155217
3785,Kelvin Adou,22,1756,0,1.0896458234637976,1,1.0542437955737114,18,8,5,2,D S,Spezia,0,1.0896458234637976,5.063858324661851,3.267775572836399
3821,Rolando Mandragora,15,924,0,0.66547298617661,2,1.7405742518603802,16,21,5,1,M S,Torino,0,0.66547298617661,4.844816505908966,3.0045805498957634
3927,Alessio Cragno,24,2160,0,0,0,0,0,0,2,0,GK,Cagliari,0,0,0.7881873045116663,0.7881873045116663
3951,Kevin Bonifazi,15,876,0,0.8662737999111414,0,0.36650804430246353,9,3,2,0,D S,Bologna,0,0.8662737999111414,2.2880275808274746,2.1996332108974457
4536,Nani,5,170,0,0.036510925740003586,1,0.44585151970386505,2,3,0,0,F M S,Venezia,0,0.036510925740003586,0.5396190732717514,0.4697662517428398
4699,Simon Kjaer,11,803,0,0.40258312970399857,0,0.37776172161102295,5,2,2,0,D S,AC Milan,0,0.40258312970399857,1.9413578500971198,1.563596143387258
4897,Zinho Vanheusden,14,991,0,0.1878612246364355,0,0.119704470038414,7,1,3,0,D S,Genoa,0,0.1878612246364355,1.3728185761719942,1.3308901293203235
